EDO,CARRETERA,TRAMO,RAMAL,TIPO DE RED,RUTA,CUERPOS,CARRILES,ORIGEN,DESTINO,km INICIAL,km FINAL,EFECTIVA,2 CARRILES,3 CARRILES,4 CARRILES,MAS DE 4 CARRILES,EQUIVALENTE,OBSERVACIONES
NAY,TECUALA - NOVILLERO,Tecuala-Novillero (gazas),,S,68,1,2,KM 136.1,TECUALA,0,0.88,,0.88,,,,0.88,
NAY,RAMAL A BOCA DE CAMICHIN,Ramal a Boca de Camichin (Stgo.-Los Corchos),,S,72,2,4,KM 55.90,STGO. IXCUINTLA,0,7.6,7.6,,,7.6,,15.2,
NAY,RAMAL A BOCA DE CAMICHIN,Ramal a Boca de Camichin (Stgo.-Los Corchos),,S,72,1,2,KM 55.90,BOCA DE CAMICHIN,8.8,43.3,34.5,34.5,,,,34.5,Del km 43.3 al 44.73 es camino revestido
NAY,RAMAL A BOCA DE CAMICHIN,Ramal a Boca de Camichin (Stgo.-Los Corchos),Ramal a Boca de Camichin (gaza),S,72,1,2,,,0,0.88,,0.88,,,,0.88,
NAY,RAMAL A SAN BLAS,,Ramal a San Blas,S,74,1,2,KM 33.13,SAN BLAS,0,35.2,35.2,35.2,,,,35.2,
NAY,RAMAL A SAN BLAS,,Ramal a San Blas,S,74,2,4,,,35.2,36,0.8,,,0.8,,1.6,
NAY,TEPIC - SANTA CRUZ,Tepic-Santa Cruz,,S,76,1,2,KM 2.75,STA. CRUZ,0,47,47,47,,,,47,
NAY,TEPIC - SANTA CRUZ,T. Miramar-Ixtapa,,S,76,1,2,KM 72+00,,16,43.5,27.5,27.5,,,,27.5,
NAY,RAMAL A LA BATANGA,,Ramal a La Batanga,S,78,1,2,KM 16.36,,0,8.66,8.66,8.66,,,,8.66,
NAY,RAMAL A LA BATANGA,,Ramal a La Batanga,S,78,1,2,,LA BATANGA,9.31,24.76,15.45,15.45,,,,15.45,
NAY,TEPIC - PUERTO VALLARTA,TEPIC - L÷M. EDOS. NAY/JAL.,,B,200,1,2,TEPIC,,0.6,4,,,,,,,Tramo dentro de la Ciudad
NAY,TEPIC - PUERTO VALLARTA,TEPIC - L÷M. EDOS. NAY/JAL.,,B,200,2,8,,,4,6.2,2.2,,,,2.2,8.8,
NAY,TEPIC - PUERTO VALLARTA,TEPIC - L÷M. EDOS. NAY/JAL.,,B,200,1,2,,,6.2,6.5,0.3,0.3,,,,0.3,Del 6.5 al 8.0 paso por poblaci¢n
NAY,TEPIC - PUERTO VALLARTA,TEPIC - L÷M. EDOS. NAY/JAL.,,B,200,1,2,,RIO AMECA,8,37,29,29,,,,29,
NAY,TEPIC - PUERTO VALLARTA,TEPIC - L÷M. EDOS. NAY/JAL.,,B,201,1,2,,,37,70.6,33.6,33.6,,,,33.6,
NAY,TEPIC - PUERTO VALLARTA,TEPIC - L÷M. EDOS. NAY/JAL.,,B,200,2,8,,,70.6,73.8,3.2,,,,3.2,12.8,
NAY,TEPIC - PUERTO VALLARTA,TEPIC - L÷M. EDOS. NAY/JAL.,,B,200,1,2,,,73.8,89.7,15.9,15.9,,,,15.9,
NAY,TEPIC - PUERTO VALLARTA,TEPIC - L÷M. EDOS. NAY/JAL.,,B,200,2,4,,,89.7,96.53,6.83,,,6.83,,13.66,
NAY,TEPIC - PUERTO VALLARTA,TEPIC - L÷M. EDOS. NAY/JAL.,,B,200,1,2,,,96.53,137,40.47,40.47,,,,40.47,
NAY,TEPIC - PUERTO VALLARTA,TEPIC - L÷M. EDOS. NAY/JAL.,,B,200,1,2,CRUZ DE HUANACAXTLE,L÷M. EDOS. NAY./JAL.,137,152.6,,,,,,,Entr. al Mpio.de Bah°a de Banderas 27/feb/03
NAY,TEPIC - PUERTO VALLARTA,TEPIC - L÷M. EDOS. NAY/JAL.,Acceso a Compostela,S,200,1,2,KM 37+00,COMPOSTELA,0,0.8,0.8,0.8,,,,0.8,
NAY,TEPIC - PUERTO VALLARTA,TEPIC - L÷M. EDOS. NAY/JAL.,Los Ayala,S,200,1,2,KM 96.07,LOS AYALA,0,2.1,2.1,2.1,,,,2.1,Del 2.1 al 2.8 Terraceria
NAY,TEPIC - PUERTO VALLARTA,TEPIC - L÷M. EDOS. NAY/JAL.,Lo de Marcos-Las Minitas,S,200,1,2,KM 107.90,LAS MINITAS,0,1.52,1.52,1.52,,,,1.52,Del 1.52 al 2.4 Revestido
NAY,TEPIC - PUERTO VALLARTA,TEPIC - L÷M. EDOS. NAY/JAL.,Sayulita-Punta de Mita,S,200,1,2,KM 153.05,PUNTA DE MITA,0,15.75,,,,,,,Atendido por el Gob. Edo.
NAY,TEPIC - PUERTO VALLARTA,TEPIC - L÷M. EDOS. NAY/JAL.,Cruz de Huanacaxtle Pta. de Mita,S,200,1,2,,,0,2.4,,,,,,,Entr. Mpio. Bahia de Banderas
NAY,TEPIC - PUERTO VALLARTA,TEPIC - L÷M. EDOS. NAY/JAL.,Cruz de Huanacaxtle Pta. de Mita,S,200,1,2,KM 177.57,PUNTA DE MITA,2.4,17.685,15.285,15.285,,,,15.285,
NAY,TEPIC - PUERTO VALLARTA,TEPIC - L÷M. EDOS. NAY/JAL.,,S,200,1,2,,,17.685,19.68,,,,,,,A cargo del Consorcio J†ponez Z. Hotelera
NAY,TEPIC - PUERTO VALLARTA,TEPIC - L÷M. EDOS. NAY/JAL.,,S,200,1,2,,,19.685,21.414,,,,,,,Entr. Gob. Edo. 30/Nov/94
NAY,TEPIC - PUERTO VALLARTA,Jarretaderas,,S,200,1,2,KM 151.317,JARRETADERAS,0,0.7,0.7,0.7,,,,0.7,
NAY,TEPIC - PUERTO VALLARTA,Jarretaderas,,S,200,1,2,,,0.7,2.5,,,,,,,Se encuentra dentro de poblaci¢n
NL,NUEVO LAREDO - PIEDRAS NEGRAS,NUEVO LAREDO-L÷M. EDOS. TAMPS./N.L. ,,B,2,1,2,CD. ACU•A,,5.3,15,,,,,,,Ent. Municipio de Nuevo Laredo
NL,NUEVO LAREDO - PIEDRAS NEGRAS,NUEVO LAREDO-L÷M. EDOS. TAMPS./N.L. ,,B,2,2,4,,,15,31.1,,,,16.1,,32.2,PERTENECE A TAMAULIPAS
NL,NUEVO LAREDO - PIEDRAS NEGRAS,L÷M. EDOS. TAMPS./N.L.-L÷M. EDOS. N.L./COAH.,,B,2,2,4,,,31.1,35,3.9,,,3.9,,7.8,
NL,NUEVO LAREDO - PIEDRAS NEGRAS,L÷M. EDOS. TAMPS./N.L.-L÷M. EDOS. N.L./COAH.,,B,2,1,2,,,35,44.4,9.4,9.4,,,,9.4,
NL,CADEREYTA - ALLENDE,CADEREYTA - ALLENDE,,S,9,1,2,CADEREYTA,ATONGO,3.5,25.5,22,22,,,,22,
NL,CADEREYTA - ALLENDE,CADEREYTA - ALLENDE,,S,9,1,2,ATONGO,ALLENDE,26.9,36.21,9.31,9.31,,,,9.31,
NL,PARµS - NUEVA CIUDAD GUERRERO,PARµS - L÷M. EDOS. N.L./TAMPS.,,S,30,1,2,,,0,13.1,13.1,13.1,,,,13.1,
NL,MONTEMORELOS - CHINA,MONTEMORELOS - GENERAL TERµN,,S,35,1,2,MONTEMORELOS,GENERAL TERAN,2.4,16.7,14.3,14.3,,,,14.3,
NL,MONTEMORELOS - CHINA,GENERAL TERµN - CHINA,,S,35,1,2,GENERAL TERAN,CHINA,20.3,90.2,69.9,69.9,,,,69.9,
NL,LIBRAMIENTO NORTE DE MONTERREY,Libramiento Norte de Monterrey,,B,38,1,2,KM 57+560,,0,0.3,0.3,0.3,,,,0.3,
NL,LIBRAMIENTO NORTE DE MONTERREY,Libramiento Norte de Monterrey,,B,38,2,4,,,0.3,15,14.7,,,14.7,,29.4,Modernizaci¢n a 4C  4/May/07
NL,LIBRAMIENTO NORTE DE MONTERREY,Libramiento Norte de Monterrey,,B,38,2,4,,,15,25,10,,,10,,20,Modernizaci¢n a 4C
NL,LIBRAMIENTO NORTE DE MONTERREY,Libramiento Norte de Monterrey,,B,38,1,2,,,25,28,3,3,,,,3,
NL,LIBRAMIENTO NORTE DE MONTERREY,Libramiento Norte de Monterrey,,B,38,2,4,,,28,30.56,2.56,,,2.56,,5.12,Modernizaci¢n a 4C
NL,LIBRAMIENTO NORTE DE MONTERREY,Libramiento Norte de Monterrey,,B,38,1,2,,,30.56,31.56,1,1,,,,1,
NL,LIBRAMIENTO NORTE DE MONTERREY,Libramiento Norte de Monterrey,,B,38,2,4,,,31.56,34.54,2.98,,,2.98,,5.96,Modernizaci¢n a 4C
NL,SALTILLO - MONTERREY,L÷M. EDOS. COAH./N.L. - MONTERREY,,C,40,A,2,L÷M. EDOS. COAH/N.L.,,32.9,33.1,0.2,0.2,,,,0.2,
NL,SALTILLO - MONTERREY,L÷M. EDOS. COAH./N.L. - MONTERREY,,C,40,B,4,,,33.1,49,15.9,,,15.9,,31.8,
NL,SALTILLO - MONTERREY,L÷M. EDOS. COAH./N.L. - MONTERREY,,C,40,B,5,,,49,57.5,8.5,,,,8.5,21.25,Ampliaci¢n a 3 carriles
NL,SALTILLO - MONTERREY,L÷M. EDOS. COAH./N.L. - MONTERREY,,C,40,B,3,,ENT. A VILLA DE GARC÷A,57.5,61.95,4.45,,4.45,,,6.675,
NL,SALTILLO - MONTERREY,L÷M. EDOS. COAH./N.L. - MONTERREY,,C,40,B,2,,,61.95,70.5,,,,,,,Ent. Mpio. Sta. Catarina  el 30/ene/97
NL,MONTERREY - REYNOSA,MONTERREY - LA SIERRITA,,B,40,1,2,CADEREYTA,GENERAL BRAVO,38,123,85,85,,,,85,
NL,MONTERREY - REYNOSA,MONTERREY - LA SIERRITA,,B,40,1,2,GENERAL BRAVO,LA SIERRITA,127,174.72,47.72,47.72,,,,47.72,
NL,MONTERREY - REYNOSA,LA SIERRITA - LIM. EDOS. N.L./TAMPS.,,C,40,A,2,LA SIERRITA,L÷M. EDOS. N.L./TAMP.,167,181.1,14.1,14.1,,,,14.1,
NL,MONTERREY - REYNOSA,LA SIERRITA - LIM. EDOS. N.L./TAMPS.,,C,40,B,2,LA SIERRITA,L÷M. EDOS. N.L./TAMP.,174.72,188.82,,14.1,,,,14.1,
NL,MONTERREY - REYNOSA,LA SIERRITA - LIM. EDOS. N.L./TAMPS.,Monterrey-L°m. Edos. N.L./Tamps. (gaza),B,40,1,2,KM 174.72,,174.72,174.92,,0.2,,,,0.2,
NL,MONTERREY - MONCLOVA,MONTERREY - L÷M. EDOS. N.L./COAH.,,B,53,1,2,MONTERREY,,3.4,4,0.6,0.6,,,,0.6,
NL,MONTERREY - MONCLOVA,MONTERREY - L÷M. EDOS. N.L./COAH.,,B,53,2,4,,,4,7.3,3.3,,,3.3,,6.6,
NL,MONTERREY - MONCLOVA,MONTERREY - L÷M. EDOS. N.L./COAH.,,B,53,1,2,,HIDALGO,7.3,23.2,15.9,15.9,,,,15.9,Del 23.2 al 28.3 entr. Municipio
NL,MONTERREY - MONCLOVA,MONTERREY - L÷M. EDOS. N.L./COAH.,,B,53,1,2,HIDALGO,L÷M. EDOS.N.L./COAH.,28.3,115.9,87.6,87.6,,,,87.6,
NL,MONTERREY - CIUDAD MIER,MONTERREY - L÷M. EDOS. N.L./TAMPS.,,B,54,2,4,MONTERREY,,11.26,13.75,2.49,,,2.49,,4.98,Del 7.0 al 11.26 entr. Mpio. 5/07/99
NL,MONTERREY - CIUDAD MIER,MONTERREY - L÷M. EDOS. N.L./TAMPS.,,B,54,2,4,APODACA,DR. GONZµLEZ,24,28,4,,,4,,8,Ent. Mpio. (13.75 al 24.0) 2/02/04
NL,MONTERREY - CIUDAD MIER,MONTERREY - L÷M. EDOS. N.L./TAMPS.,,B,54,1,2,,,28,45.5,17.5,17.5,,,,17.5,
NL,MONTERREY - CIUDAD MIER,MONTERREY - L÷M. EDOS. N.L./TAMPS.,,B,54,1,2,DR. GONZµLEZ,CERRALVO,48,95,47,47,,,,47,Ent. Mpio. Cerralvo  (95.0-98.0) 8/01/97
NL,MONTERREY - CIUDAD MIER,MONTERREY - L÷M. EDOS. N.L./TAMPS.,,B,54,1,2,CERRALVO,GENERAL TREVI•O,98,114,16,16,,,,16,Ent. Mpio. Gral. Trevi§o (114.0-116.0) 15/08/96
NL,MONTERREY - CIUDAD MIER,MONTERREY - L÷M. EDOS. N.L./TAMPS.,,B,54,1,2,GENERAL TREVI•O,L÷M. EDOS. N.L./TAMP.,116,131.8,15.8,15.8,,,,15.8,
NL,MONTERREY - CIUDAD MIER,MONTERREY - L÷M. EDOS. N.L./TAMPS.,Monterrey-L°m. Edos. N.L./Tamps. (gazas),B,54,1,2,KM 10.1,,10.1,10.3,,0.2,,,,0.2,
NL,MONTERREY - CIUDAD MIER,MONTERREY - L÷M. EDOS. N.L./TAMPS.,,B,54,1,2,KM 19.0,,19,19.8,,0.8,,,,0.8,
NL,MONTERREY - CIUDAD MIER,MONTERREY - L÷M. EDOS. N.L./TAMPS.,,B,54,1,2,KM 24.0,,24,24.7,,0.7,,,,0.7,
NL,MONTERREY - CIUDAD MIER,MONTERREY - L÷M. EDOS. N.L./TAMPS.,Aeropuerto de Monterrey,B,54,2,4,KM 23.9,AEROPUERTO,0,2.4,2.4,,,2.4,,4.8,
NL,MATEHUALA - SALTILLO,L÷M. EDOS. S.L.P./N.L.-L÷M. EDOS. N.L./COAH.,,C,57,2,4,,,24.64,202.1,177.46,,,177.46,,354.92,Reuni¢n Oct/03 (antes 24.53)
NL,MATEHUALA - SALTILLO,L÷M. EDOS. S.L.P./N.L.-L÷M. EDOS. N.L./COAH.,,C,57,1,2,,,202.1,205.97,3.87,3.87,,,,3.87,
NL,LINARES - SAN ROBERTO,LINARES - SAN ROBERTO,,S,58,1,2,,,2.7,98.19,95.49,95.49,,,,95.49,
NL,LINARES - SAN ROBERTO,LINARES - SAN ROBERTO,Linares - San Roberto (gaza),S,58,1,2,,,96.39,98.19,,1.8,,,,1.8,
NL,CIUDAD VICTORIA - MONTERREY,L÷M. EDOS. TAMPS./N.L. - ALLENDE,,C,85,1,2,L÷M. EDOS.TAMP./N.L.,LINARES,126.2,150,23.8,23.8,,,,23.8,
NL,CIUDAD VICTORIA - MONTERREY,L÷M. EDOS. TAMPS./N.L. - ALLENDE,,C,85,2,4,LINARES,HUALAHUISES,157,164.3,7.3,,,7.3,,14.6,Del 150.0 al 157.0 ent. Mpio. de Linares a 4C El 8/oct/99
NL,CIUDAD VICTORIA - MONTERREY,L÷M. EDOS. TAMPS./N.L. - ALLENDE,,C,85,2,4,HUALAHUISES,ALLENDE,167.3,223.5,56.2,,,56.2,,112.4,Del 164+3 al 167+3 ent. Mpio. de Hualahuises el 3/feb/97
NL,CIUDAD VICTORIA - MONTERREY,ALLENDE - MONTERREY,,C,85,2,4,,,223.5,227,,,,,,,Ent. Mpio. de Allende  el 30/jul/99
NL,CIUDAD VICTORIA - MONTERREY,ALLENDE - MONTERREY,,C,85,2,4,,,227,228,,,,,,,Entregado el 16/feb/00
NL,CIUDAD VICTORIA - MONTERREY,ALLENDE - MONTERREY,,C,85,2,6,,,228,245.4,17.4,,,,17.4,52.2,
NL,CIUDAD VICTORIA - MONTERREY,ALLENDE - MONTERREY,,C,85,2,4,,,245.4,246.2,0.8,,,0.8,,1.6,
NL,CIUDAD VICTORIA - MONTERREY,ALLENDE - MONTERREY,,C,85,2,6,,,246.2,257,10.8,,,,10.8,32.4,
NL,CIUDAD VICTORIA - MONTERREY,ALLENDE - MONTERREY,,C,85,2,6,,,257,269,12,,,,12,36,Modernizado a 6C el 1/Jun./07
NL,CIUDAD VICTORIA - MONTERREY,L°m. Edos. Tamps./N.L.-Allende (gazas),,C,85,1,2,,,197.2,197.6,,0.4,,,,0.4,
NL,CIUDAD VICTORIA - MONTERREY,Libramiento de Montemorelos,,B,85,1,2,,,0,11.1,,,,,,,Ent. Mpio. de Montemorelos 11/dic/00
NL,MONTERREY - NUEVO LAREDO,MONTERREY - SABINAS HIDALGO,,B,85,5,10,MONTERREY,,15.7,17.1,1.4,,,,1.4,7,
NL,MONTERREY - NUEVO LAREDO,MONTERREY - SABINAS HIDALGO,,B,85,4,8,,,17.1,17.5,0.4,,,,0.4,1.6,
NL,MONTERREY - NUEVO LAREDO,MONTERREY - SABINAS HIDALGO,,B,85,3,6,,,17.5,18.2,0.7,,,,0.7,2.1,
NL,MONTERREY - NUEVO LAREDO,MONTERREY - SABINAS HIDALGO,,B,85,2,5,,,18.2,22.74,4.54,,,,4.54,11.35,Ampliaci¢n a 3C solo por el sentido
NL,MONTERREY - NUEVO LAREDO,MONTERREY - SABINAS HIDALGO,,B,85,1,2,,CIENEGA DE FLORES,22.74,32,9.26,9.26,,,,9.26,Ent. Mpio. Cienega Flores del 32-36.5 (14/Feb/97)
NL,MONTERREY - NUEVO LAREDO,MONTERREY - SABINAS HIDALGO,,B,85,1,2,CIENEGA DE FLORES,SABINAS HIDALGO,36.5,95.9,59.4,59.4,,,,59.4,
NL,MONTERREY - NUEVO LAREDO,SABINAS HIDALGO-LA GLORIA,,B,85,1,2,SABINAS HIDALGO,LA GLORIA,102.2,156.57,54.37,54.37,,,,54.37,
NL,MONTERREY - NUEVO LAREDO,LA GLORIA-LIM. EDOS. N.L./TAMPS.,,C,85,2,4,LA GLORIA,L÷M. EDOS. N.L./TAMPS.,156.57,186.12,29.55,,,29.55,,59.1,
NL,MONTERREY - NUEVO LAREDO,LA GLORIA-LIM. EDOS. N.L./TAMPS.,Monterrey-Sabinas Hidalgo (gaza),B,85,1,2,,,0,1.3,,1.3,,,,1.3,
NL,MONTERREY - NUEVO LAREDO,LA GLORIA-LIM. EDOS. N.L./TAMPS.,Ramal a Cuesta de Mamulique,S,85,1,2,,,0,10.8,10.8,10.8,,,,10.8,
OAX,TEHUACµN - HUAJUAPAN DE LE‡N,L÷M. EDOS. PUE./OAX. - HUAJUAPAN DE LE‡N,,S,125,1,2,,,57.6,121.2,63.6,63.6,,,,63.6,
OAX,TEHUACµN - HUAJUAPAN DE LE‡N,L÷M. EDOS. PUE./OAX. - HUAJUAPAN DE LE‡N,Ramal a Chazumba,S,125,1,2,,,0,0.8,0.8,0.8,,,,0.8,
OAX,TEHUACµN - HUAJUAPAN DE LE‡N,L÷M. EDOS. PUE./OAX. - HUAJUAPAN DE LE‡N,Ramal a Tequixtepec,S,125,1,2,,,0,4.4,4.4,4.4,,,,4.4,
OAX,T. YUCUDAA - PINOTEPA NACIONAL,YUCUDAA - ZACATEPEC,,S,125,1,2,,,0,190.2,190.2,190.2,,,,190.2,
OAX,T. YUCUDAA - PINOTEPA NACIONAL,YUCUDAA - ZACATEPEC,,S,125,1,2,,,190.2,193.5,,,,,,,Ent. Mpio. Sta. Ma. Zacatepec 14/mar/06
OAX,T. YUCUDAA - PINOTEPA NACIONAL,YUCUDAA - ZACATEPEC,,S,125,1,2,,,193.5,200,6.5,6.5,,,,6.5,
OAX,T. YUCUDAA - PINOTEPA NACIONAL,ZACATEPEC - PINOTEPA NACIONAL,,S,125,1,2,,,200,268,68,68,,,,68,
OAX,T. YUCUDAA - PINOTEPA NACIONAL,ZACATEPEC - PINOTEPA NACIONAL,Ramal a Clinica Hospital Tlaxiaco,S,125,1,2,,,0,0.2,0.2,0.2,,,,0.2,
OAX,T. YUCUDAA - PINOTEPA NACIONAL,ZACATEPEC - PINOTEPA NACIONAL,Ramal a Teposcolula,S,125,1,2,KM 12+700,,0,1,1,1,,,,1,
OAX,T. YUCUDAA - PINOTEPA NACIONAL,ZACATEPEC - PINOTEPA NACIONAL,San Miguel Tlacotepec-Concepci¢n-Carrizal,S,125,1,2,,,0,83.6,,,,,,,Tramo Estatal
OAX,TEHUACµN - OAXACA,L÷M. EDOS. PUE./OAX. - TELIXTLAHUACA,,S,131,1,2,,,60.9,202.7,141.8,141.8,,,,141.8,
OAX,TEHUACµN - OAXACA,L÷M. EDOS. PUE./OAX. - TELIXTLAHUACA,Ramal a Cuicatl†n,S,131,1,2,,,0,1.2,1.2,1.2,,,,1.2,
OAX,TEHUACµN - OAXACA,L÷M. EDOS. PUE./OAX. - TELIXTLAHUACA,Ramal a La Carbonera,S,131,1,2,,,0,0.7,0.7,0.7,,,,0.7,
OAX,OAXACA - PUERTO ESCONDIDO,T. LA Y - SOLA DE VEGA - PTO. ESCONDIDO,,S,131,1,2,,,0,78.4,78.4,78.4,,,,78.4,
OAX,OAXACA - PUERTO ESCONDIDO,T. LA Y - SOLA DE VEGA - PTO. ESCONDIDO,Ramal a San Pablo Huixtepec,S,131,1,2,,,0,1.1,1.1,1.1,,,,1.1,
OAX,LA TINAJA - SAYULA ,CD. ALEMAN - R÷O JIMBA,,B,145,1,2,,,3.6,36.35,32.75,32.75,,,,,LO ATIENDE VERACRUZ
OAX,LA TINAJA - SAYULA ,CD. ALEMAN - R÷O JIMBA,La Granja - Temazcal,S,145,1,2,KM 58.81,TEMAZCAL,6.2,22.2,16,16,,,,,LO ATIENDE VERACRUZ
OAX,TUXTEPEC - MAT÷AS ROMERO,TUXTEPEC - PALOMARES,,S,147,1,2,,,0,4.1,4.1,4.1,,,,4.1,
OAX,TUXTEPEC - MAT÷AS ROMERO,TUXTEPEC - PALOMARES,,S,147,1,2,,,4.1,44.1,40,40,,,,40,
OAX,TUXTEPEC - MAT÷AS ROMERO,TUXTEPEC - PALOMARES,,S,147,1,2,,,44.1,90,,45.9,,,,45.9,PERTENECE A VERACRUZ
OAX,TUXTEPEC - MAT÷AS ROMERO,TUXTEPEC - PALOMARES,,S,147,1,2,,,90,175,85,85,,,,85,
OAX,TUXTEPEC - MAT÷AS ROMERO,TUXTEPEC - PALOMARES,Ramal a Playa Vicente,S,147,1,2,,,0,5.5,,5.5,,,,5.5,PERTENECE A VERACRUZ
OAX,TUXTEPEC - MAT÷AS ROMERO,TUXTEPEC - PALOMARES,Paso por Mar°a Lombardo,S,147,1,2,,,0,0.8,0.8,0.8,,,,0.8,
OAX,ALVARADO - TUXTEPEC,L÷M. EDOS. VER./OAX. - TUXTEPEC,,S,175,1,2,,,113,115.3,2.3,2.3,,,,2.3,
OAX,ALVARADO - TUXTEPEC,L÷M. EDOS. VER./OAX. - TUXTEPEC,,S,175,1,2,,,115.3,116.75,,,,,,,Ent. Mpio. Tuxtepec 10/Ene/06
OAX,ALVARADO - TUXTEPEC,L÷M. EDOS. VER./OAX. - TUXTEPEC,,S,175,2,4,,,116.75,119.25,,,,,,,
OAX,ALVARADO - TUXTEPEC,L÷M. EDOS. VER./OAX. - TUXTEPEC,Ramal a Tecnol¢gico de Tuxtepec,S,175,1,2,,,0,2,2,2,,,,2,
OAX,TUXTEPEC - OAXACA,TUXTEPEC - LA ESPERANZA,,S,175,1,2,TUXTEPEC,,0,0.5,,,,,,,Ent. Mpio. Tuxtepec 10/Ene/06
OAX,TUXTEPEC - OAXACA,TUXTEPEC - LA ESPERANZA,,S,175,2,4,,,0.5,4.5,,,,,,,
OAX,TUXTEPEC - OAXACA,TUXTEPEC - LA ESPERANZA,,S,175,1,2,,,4.5,6,,,,,,,
OAX,TUXTEPEC - OAXACA,TUXTEPEC - LA ESPERANZA,,S,175,1,2,,LA ESPERANZA,6,70,64,64,,,,64,
OAX,TUXTEPEC - OAXACA,LA ESPERANZA - OAXACA,,S,175,1,2,,OAXACA,70,212.7,142.7,142.7,,,,142.7,
OAX,TUXTEPEC - OAXACA,LA ESPERANZA - OAXACA,Ramal al Ingenio L¢pez Mateos,S,175,1,2,,,0,2.1,2.1,2.1,,,,2.1,
OAX,TUXTEPEC - OAXACA,LA ESPERANZA - OAXACA,Ramal a Ixtl†n de Juarez,S,175,1,2,,,0,1.1,1.1,1.1,,,,1.1,
OAX,OAXACA - PUERTO ANGEL,OAXACA - PUERTO ANGEL,,S,175,2,4,OAXACA,LA ESTANCIA,0,14.4,14.4,,,14.4,,28.8,Se mod. por el Gob. del Edo. 6.0-14.4
OAX,OAXACA - PUERTO ANGEL,OAXACA - PUERTO ANGEL,,S,175,1,2,,,14.4,80,65.6,65.6,,,,65.6,
OAX,OAXACA - PUERTO ANGEL,OAXACA - PUERTO ANGEL,,S,175,1,2,,,80,95,15,15,,,,15,
OAX,OAXACA - PUERTO ANGEL,OAXACA - PUERTO ANGEL,,S,175,2,4,,,95,97,,,,,,,Ent. Mpio. Miahuatl†n 30/Mar/06
OAX,OAXACA - PUERTO ANGEL,OAXACA - PUERTO ANGEL,,S,175,1,2,,,97,100,,,,,,,
OAX,OAXACA - PUERTO ANGEL,OAXACA - PUERTO ANGEL,,S,175,1,2,,,100,236.5,136.5,136.5,,,,136.5,
OAX,OAXACA - PUERTO ANGEL,OAXACA - PUERTO ANGEL,,S,175,2,4,,,236.5,237.7,1.2,,,1.2,,2.4,
OAX,OAXACA - PUERTO ANGEL,OAXACA - PUERTO ANGEL,,S,175,1,2,,,237.7,247.1,9.4,9.4,,,,9.4,
OAX,OAXACA - PUERTO ANGEL,Libramiento Ejutla de Crespo,,S,175,1,2,,,0,11.6,11.6,11.6,,,,11.6,
OAX,OAXACA - PUERTO ANGEL,Libramiento Ejutla de Crespo,Aeropuerto de Oaxaca,S,175,1,2,,,0,1.1,1.1,1.1,,,,1.1,
OAX,OAXACA - PUERTO ANGEL,Libramiento Ejutla de Crespo,San Antonino Castillo Velasco,S,175,1,2,,,0,1,1,1,,,,1,
OAX,OAXACA - PUERTO ANGEL,Libramiento Ejutla de Crespo,San Dionisio Ocotl†n,S,175,1,2,,,0,0.5,0.5,0.5,,,,0.5,
OAX,MITLA - PLAYA VICENTE,MITLA - YACOCHI,,S,179,1,2,,,0,60.5,60.5,60.5,,,,60.5,
OAX,MITLA - PLAYA VICENTE,MITLA - YACOCHI,,S,179,1,2,,,60.5,63.6,,,,,,,Entr. Mpio. de Tamazulapan  15/jun/10
OAX,MITLA - PLAYA VICENTE,MITLA - YACOCHI,,S,179,1,2,,,63.6,88,24.4,24.4,,,,24.4,
OAX,MITLA - PLAYA VICENTE,MITLA - YACOCHI,E.C. (Mitla-Zacatepec) T. Sta. Ma. Yacohi-Totontepec,S,179,1,2,,,0,42,42,42,,,,42,Entr. Por la D.G.C.F. 18/Ago/10
OAX,MITLA - PLAYA VICENTE,MITLA - YACOCHI,Choapan-E.C. Xochiapan,,,,,,,,,,,,,,,76.7 km revestidos
OAX,MITLA - PLAYA VICENTE,MITLA - YACOCHI,Ramal a Tlahuitoltepec,,,,,,,,,,,,,,,3.30 km obra revestida
OAX,MITLA - PLAYA VICENTE,MITLA - YACOCHI,Ramal a Zacatepec Mixes,S,179,1,2,,,88,122,34,34,,,,34,Entr. Por la D.G.C.F. 12/Ago/04
OAX,TEOTITLµN - TUXTEPEC,TEOTITLµN - HUAUTLA,,S,182,1,2,,,20,65,45,45,,,,45,
OAX,TEOTITLµN - TUXTEPEC,HUAUTLA-JALAPA DE D÷AZ,,S,182,1,2,,,65,124.5,59.5,59.5,,,,59.5,
OAX,TEOTITLµN - TUXTEPEC,HUAUTLA-JALAPA DE D÷AZ,,S,182,1,2,,,124.5,127.6,,,,,,,Ent. Mpio. San Felipe 10/Ene/2012
OAX,TEOTITLµN - TUXTEPEC,JALAPA DE D÷AZ - TUXTEPEC,,S,182,1,2,,,127.6,178.74,51.14,51.14,,,,51.14,
OAX,TEOTITLµN - TUXTEPEC,JALAPA DE D÷AZ - TUXTEPEC,,S,182,1,2,,,178.74,185.35,,,,,,,Ent. Mpio. Tuxtepec 10/Ene/06
OAX,TEOTITLµN - TUXTEPEC,JALAPA DE D÷AZ - TUXTEPEC,,S,182,2,4,,,185.35,186.6,,,,,,,
OAX,COATZACOALCOS - SALINA CRUZ,L÷M. EDOS. VER./OAX. - LA VENTOSA,,C,185,1,2,L÷M. EDOS. VER./OAX.,LA VENTOSA,139.91,243,103.09,103.09,,,,103.09,
