EDO,CARRETERA,TRAMO,RAMAL,TIPO DE RED,RUTA,CUERPOS,CARRILES,ORIGEN,DESTINO,km INICIAL,km FINAL,EFECTIVA,2 CARRILES,3 CARRILES,4 CARRILES,MAS DE 4 CARRILES,EQUIVALENTE,OBSERVACIONES
SON,SANTA ANA - SONOYTA,SANTA ANA - CABORCA,,C,2,2,4,,,73,75,2,,,2,,4,
SON,SANTA ANA - SONOYTA,SANTA ANA - CABORCA,,C,2,1,4,,,75,92.85,17.85,,,17.85,,35.7,
SON,SANTA ANA - SONOYTA,SANTA ANA - CABORCA,,C,2,1,4,,,92.85,94.2,1.35,,,1.35,,2.7,
SON,SANTA ANA - SONOYTA,SANTA ANA - CABORCA,,C,2,1,4,,CABORCA,94.2,104,9.8,,,9.8,,19.6,
SON,SANTA ANA - SONOYTA,,,C,2,1,2,CABORCA,,104,252,148,148,,,,148,
SON,SANTA ANA - SONOYTA,CABORCA - SONOYTA,,C,2,2,4,,SONOYTA,252,253.7,1.7,,,1.7,,3.4,
SON,SANTA ANA - SONOYTA,Santa Ana - Sonoyta (gaza),,C,2,1,2,KM 105+500,KM 106+000,105.5,106,,1,,,,1,
SON,SONOYTA - MEXICALI,SONOYTA - SAN LUIS R÷O COLORADO,,C,2,1,2,,,0,195.8,195.8,195.8,,,,195.8,
SON,SONOYTA - MEXICALI,SAN LUIS R÷O COLORADO - L÷M. EDOS. SON./B.C.,,C,2,2,4,PASO POR S.L. R÷O COLORADO,,195.8,201.2,5.4,,,5.4,,10.8,
SON,SONOYTA - MEXICALI,SAN LUIS R÷O COLORADO - L÷M. EDOS. SON./B.C.,,C,2,2,6,,,201.2,203.6,2.4,,,,2.4,7.2,
SON,SONOYTA - MEXICALI,SAN LUIS R÷O COLORADO - L÷M. EDOS. SON./B.C.,,C,2,2,4,,L÷M. EDOS. SON./BC,203.6,203.7,0.1,,,0.1,,0.2,
SON,SONOYTA - PUERTO PE•ASCO,SONOYTA - PUERTO PE•ASCO,,S,8,1,2,,,0,93.4,93.4,93.4,,,,93.4,
SON,SONOYTA - PUERTO PE•ASCO,SONOYTA - PUERTO PE•ASCO,Sonoyta Puerta de MÇxico,S,8,1,2,,,0,3.3,3.3,3.3,,,,3.3,
SON,SONOYTA - PUERTO PE•ASCO,SONOYTA - PUERTO PE•ASCO,Aeropuerto Puerto Pe§asco,S,8,1,2,,,0,0.1,0.1,0.1,,,,0.1,
SON,HERMOSILLO - MOCTEZUMA,HERMOSILLO - MOCTEZUMA,,S,14,2,4,,,0,2.1,2.1,,,2.1,,4.2,
SON,HERMOSILLO - MOCTEZUMA,HERMOSILLO - MOCTEZUMA,,S,14,2,6,,,2.1,3.92,1.82,,,,1.82,5.46,
SON,HERMOSILLO - MOCTEZUMA,HERMOSILLO - MOCTEZUMA,,S,14,1,2,,,3.92,165,161.08,161.08,,,,161.08,
SON,HERMOSILLO - MOCTEZUMA,Libramiento Moctezuma,,S,14,1,2,,,0,1.8,1.8,1.8,,,,1.8,
SON,CIUDAD OBREG‡N - HERMOSILLO,CIUDAD OBREG‡N - (T. EMPALME) GUAYMAS,,B,15,A,2,CD. OBREG‡N,,107.7,115.4,7.7,7.7,,,,7.7,Lib. Empalme
SON,CIUDAD OBREG‡N - HERMOSILLO,CIUDAD OBREG‡N - (T. EMPALME) GUAYMAS,,B,15,B,4,,GUAYMAS,115.4,116,0.6,,,0.6,,1.2,Del 116.0 al 133.0 entregado
SON,CIUDAD OBREG‡N - HERMOSILLO,(T. EMPALME) GUAYMAS - HERMOSILLO,,C,15,"A,B",4,GUAYMAS  ,,133,137,,,,,,,Ent. (4.0 km lineal). A FONADIN 13/Octubre/2015
SON,CIUDAD OBREG‡N - HERMOSILLO,(T. EMPALME) GUAYMAS - HERMOSILLO,,C,15,"A,B",4,,,137,197,,,,,,,Ent. (60.0 km lineal)(120.0 km equiv.) A FONADIN 20/Abril/2015
SON,CIUDAD OBREG‡N - HERMOSILLO,(T. EMPALME) GUAYMAS - HERMOSILLO,,C,15,"A,B",4,,,197,222,,,,,,,Ent. (25.0 km lineal). A FONADIN 13/Octubre/2015
SON,CIUDAD OBREG‡N - HERMOSILLO,(T. EMPALME) GUAYMAS - HERMOSILLO,,C,15,"A,B",4,,HERMOSILLO,222,251,29,,,29,,58,Ent. Mpio. de Hermosillo  del km 251.0 al 252.8 el d°a 30/07/06
SON,CIUDAD OBREG‡N - HERMOSILLO,(T. EMPALME) GUAYMAS - HERMOSILLO,Aeropuerto de Cd. Obreg¢n,,,,,,,,,,,,,,,0.70 km entr. a ASA
SON,CIUDAD OBREG‡N - HERMOSILLO,(T. EMPALME) GUAYMAS - HERMOSILLO,"Enlace ""T"" Empalme (gazas)",B,15,1,2,KM 107+700,,0,0.5,,0.5,,,,0.5,
SON,CIUDAD OBREG‡N - HERMOSILLO,(T. EMPALME) GUAYMAS - HERMOSILLO,Aeropuerto de Guaymas,,,,,,,,,,,,,,,3.30 km Entr. Mpio. 27/Jun/97
SON,CIUDAD OBREG‡N - HERMOSILLO,(T. EMPALME) GUAYMAS - HERMOSILLO,"Enlace ""T"" El Valiente (gazas)",C,15,1,2,KM 138+000,,0,0.48,,0.48,,,,0.48,
SON,CIUDAD OBREG‡N - HERMOSILLO,(T. EMPALME) GUAYMAS - HERMOSILLO,Periferico Sur de Hermosillo,S,15,2,4,,,0,1.9,,,,,,,Ent. Mpio. de Hermosillo 30/07/06
SON,CIUDAD OBREG‡N - HERMOSILLO,(T. EMPALME) GUAYMAS - HERMOSILLO,Aeropuerto de Hermosillo,B,15,1,2,,,0,0.5,0.5,0.5,,,,0.5,
SON,CIUDAD OBREG‡N - HERMOSILLO,(T. EMPALME) GUAYMAS - HERMOSILLO,Periferico Oriente de Hermosillo,S,15,2,4,,,0,4.5,,,,,,,Ent. Mpio. de Hermosillo 30/07/06
SON,HERMOSILLO - NOGALES,MAGDALENA - NOGALES,,C,15,1,2,,,193,194,1,1,,,,1,
SON,HERMOSILLO - NOGALES,MAGDALENA - NOGALES,,C,15,1,4,,,194,267.4,73.4,,,73.4,,146.8,
SON,HERMOSILLO - NOGALES,MAGDALENA - NOGALES,,C,15,1,8,,,267.4,270.6,3.2,,,,3.2,12.8,
SON,HERMOSILLO - NOGALES,MAGDALENA - NOGALES,,C,15,1,4,,,270.6,272.88,2.28,,,2.28,,4.56,
SON,HERMOSILLO - NOGALES,MAGDALENA - NOGALES,,C,15,1,2,,,272.88,273.42,0.54,0.54,,,,0.54,
SON,HERMOSILLO - NOGALES,MAGDALENA - NOGALES,Alterna de Magdalena (incluye paso),B,15,1,2,ALTERNA A MAGDALENA,,179.8,180.6,0.8,0.8,,,,0.8,
SON,HERMOSILLO - NOGALES,MAGDALENA - NOGALES,,B,15,2,4,,,180.6,181.08,0.48,,,0.48,,0.96,
SON,HERMOSILLO - NOGALES,MAGDALENA - NOGALES,,B,15,1,2,,,181.08,190,8.92,8.92,,,,8.92,
SON,HERMOSILLO - NOGALES,MAGDALENA - NOGALES,Ramal a Carbo,S,15,1,2,KM 68+90,,0,10,10,10,,,,10,
SON,HERMOSILLO - NOGALES,MAGDALENA - NOGALES,Ramal a Benjamin Hill,S,15,1,2,KM 123+300,,0,2,2,2,,,,2,
SON,HERMOSILLO - NOGALES,MAGDALENA - NOGALES,Ramal San Ignacio,S,15,1,2,KM 188+300,,0,3.8,3.8,3.8,,,,3.8,
SON,HERMOSILLO - NOGALES,MAGDALENA - NOGALES,Aeropuerto de Nogales,S,15,1,2,KM 259+800,,0,0.2,0.2,0.2,,,,0.2,
SON,HERMOSILLO - NOGALES,MAGDALENA - NOGALES,Libramiento Nogales,B,15,1,2,,,0,6.7,6.7,6.7,,,,6.7,
SON,HERMOSILLO - NOGALES,MAGDALENA - NOGALES,Ramal a San Carlos,,,,,,,,,,,,,,,20.0 km a cargo Gob. Edo.
SON,HERMOSILLO - CHIHUAHUA,HERMOSILLO - L÷M. EDOS. SON./CHIH.,,B,16,2,6,,,0,4.7,4.7,,,,4.7,14.1,
SON,HERMOSILLO - CHIHUAHUA,HERMOSILLO - L÷M. EDOS. SON./CHIH.,,B,16,2,4,,,4.7,5.9,1.2,,,1.2,,2.4,
SON,HERMOSILLO - CHIHUAHUA,HERMOSILLO - L÷M. EDOS. SON./CHIH.,,B,16,1,2,,,5.9,223.5,217.6,217.6,,,,217.6,
SON,HERMOSILLO - CHIHUAHUA,HERMOSILLO - L÷M. EDOS. SON./CHIH.,,B,16,1,2,,,233,350,117,117,,,,117,Ver cadenamiento (3.47 Chih.)
SON, MOCTEZUMA - AGUA PRIETA,MOCTEZUMA - CUMPAS,,S,17,1,2,,,0,30,30,30,,,,30,
SON, MOCTEZUMA - AGUA PRIETA,CUMPAS - AGUA PRIETA,,S,17,1,2,,,30,193.725,163.725,163.725,,,,163.725,
SON, MOCTEZUMA - AGUA PRIETA,CUMPAS - AGUA PRIETA,Ramal Nacozari de Garc°a,S,17,1,2,KM 74+500,,0,0.9,0.9,0.9,,,,0.9,
TAB,COATZACOALCOS - VILLAHERMOSA,L÷M. EDOS. VER./TAB.-CµRDENAS ,,C,180,2,4,L÷M. VER./TAB. ,T. LA VENTA,41.47,45,3.53,,,3.53,,7.06,
TAB,COATZACOALCOS - VILLAHERMOSA,L÷M. EDOS. VER./TAB.-CµRDENAS ,,B,180,1,2,T. LA VENTA,T. CHONTALPA,45,104,59,59,,,,59,
TAB,COATZACOALCOS - VILLAHERMOSA,L÷M. EDOS. VER./TAB.-CµRDENAS ,,C,180,2,4,T. CHONTALPA,CµRDENAS,104,120.75,16.75,,,16.75,,33.5,
TAB,COATZACOALCOS - VILLAHERMOSA,CµRDENAS-VILLAHERMOSA,,C,180,2,4,,,120.75,166,45.25,,,45.25,,90.5,
TAB,VILLAHERMOSA - CD. DEL CARMEN,VILLAHERMOSA-FRONTERA - L÷M. EDOS. TAB./CAMP.,,C,180,2,4,,,4.7,7.7,3,,,3,,6,
TAB,VILLAHERMOSA - CD. DEL CARMEN,VILLAHERMOSA-FRONTERA - L÷M. EDOS. TAB./CAMP.,,C,180,2,4,,,7.7,21,13.3,,,13.3,,26.6,Modernizaci¢n a 4C en 2010
TAB,VILLAHERMOSA - CD. DEL CARMEN,VILLAHERMOSA-FRONTERA - L÷M. EDOS. TAB./CAMP.,,C,180,1,2,,,21,99.75,78.75,78.75,,,,78.75,
TAB,VILLAHERMOSA - CD. DEL CARMEN,VILLAHERMOSA-FRONTERA - L÷M. EDOS. TAB./CAMP.,,,,,,,,,,,,,,,,
TAB,VILLAHERMOSA - CD. DEL CARMEN,VILLAHERMOSA-FRONTERA - L÷M. EDOS. TAB./CAMP.,Ocuiltzapotl†n,S,180,1,2,KM 17+900,ACUILTZAPOTLµN,2.1,3,0.9,0.9,,,,0.9,
TAB,VILLAHERMOSA - CD. DEL CARMEN,VILLAHERMOSA-FRONTERA - L÷M. EDOS. TAB./CAMP.,Macultepec,S,180,1,2,KM 18+400,MACUITEPEC,0,0.7,0.7,0.7,,,,0.7,
TAB,VILLAHERMOSA - FCO. ESCµRCEGA,VILLAHERMOSA-L÷M. EDOS. TAB./CAMP.,,C,186,2,4,VILLAHERMOSA ,DOS MONTES,2.14,12,,,,,,,CAPUFE
TAB,VILLAHERMOSA - FCO. ESCµRCEGA,VILLAHERMOSA-L÷M. EDOS. TAB./CAMP.,,C,186,2,4,,,12,17.5,,,,,,,CAPUFE
TAB,VILLAHERMOSA - FCO. ESCµRCEGA,VILLAHERMOSA-L÷M. EDOS. TAB./CAMP.,,C,186,2,4,DOS MONTES,L÷M. EDOS. TAB./CHIS.,17.5,46.7,29.2,,,29.2,,58.4,
TAB,VILLAHERMOSA - FCO. ESCµRCEGA,VILLAHERMOSA-L÷M. EDOS. TAB./CAMP.,,C,186,2,4,,,46.7,48,1.3,,,1.3,,2.6,
TAB,VILLAHERMOSA - FCO. ESCµRCEGA,VILLAHERMOSA-L÷M. EDOS. TAB./CAMP.,,C,186,1,2,,,48,78.15,30.15,30.15,,,,30.15,
TAB,VILLAHERMOSA - FCO. ESCµRCEGA,VILLAHERMOSA-L÷M. EDOS. TAB./CAMP.,,C,186,1,2,L÷M. EDOS. TAB./CHIS.,L÷M. EDOS. CHIS./TAB.,78.15,145,,66.85,,,,66.85,PERTENECE A CHIAPAS
TAB,VILLAHERMOSA - FCO. ESCµRCEGA,VILLAHERMOSA-L÷M. EDOS. TAB./CAMP.,,C,186,1,2,L÷M. EDOS. CHIS./TAB.,L÷M. EDOS. TAB./CAMP.,145,154.6,9.6,9.6,,,,9.6,
TAB,VILLAHERMOSA - FCO. ESCµRCEGA,VILLAHERMOSA-L÷M. EDOS. TAB./CAMP.,Aeropuerto de Villahermosa,B,186,1,2,KM 11+900,AEROP. VILLAHERMOSA,0,1.54,1.54,1.54,,,,1.54,
TAB,RAUDALES DE MALPASO - EL BELLOTE,L÷M. EDOS. CHIS./TAB. - CµRDENAS,,S,187,1,2,RAUDALES MALPASO,L÷M. CHIS./TAB.,0,55,,,,,,,Se le entrego a Chiapas Nov./02
TAB,RAUDALES DE MALPASO - EL BELLOTE,L÷M. EDOS. CHIS./TAB. - CµRDENAS,,S,187,1,2,L÷M. CHIS./TAB.,,55,73.6,18.6,18.6,,,,18.6,
TAB,RAUDALES DE MALPASO - EL BELLOTE,L÷M. EDOS. CHIS./TAB. - CµRDENAS,,S,187,1,2,,,73.6,77.1,,,,,,,Ent. Mpio. Huimanguillo 10/jun/05
TAB,RAUDALES DE MALPASO - EL BELLOTE,L÷M. EDOS. CHIS./TAB. - CµRDENAS,,S,187,1,2,,,77.1,95.5,18.4,18.4,,,,18.4,
TAB,RAUDALES DE MALPASO - EL BELLOTE,L÷M. EDOS. CHIS./TAB. - CµRDENAS,,S,187,1,2,,,95.5,100.65,,,,,,,Ent. Mpio. Huimanguillo 10/jun/05
TAB,RAUDALES DE MALPASO - EL BELLOTE,L÷M. EDOS. CHIS./TAB. - CµRDENAS,,S,187,2,4,,,100.65,111.2,10.55,,,10.55,,21.1,
TAB,RAUDALES DE MALPASO - EL BELLOTE,L÷M. EDOS. CHIS./TAB. - CµRDENAS,,S,187,1,2,,,111.2,112.35,1.15,1.15,,,,1.15,
TAB,RAUDALES DE MALPASO - EL BELLOTE,L÷M. EDOS. CHIS./TAB. - CµRDENAS,,S,187,2,4,,CµRDENAS,112.35,115,2.65,,,2.65,,5.3,
TAB,RAUDALES DE MALPASO - EL BELLOTE,CµRDENAS - EL BELLOTE,,B,187,1,2,CµRDENAS ,,115,135.16,20.16,20.16,,,,20.16,
TAB,RAUDALES DE MALPASO - EL BELLOTE,CµRDENAS - EL BELLOTE,,B,187,1,4,,,135.16,136.84,1.68,,,1.68,,3.36,
TAB,RAUDALES DE MALPASO - EL BELLOTE,CµRDENAS - EL BELLOTE,,B,187,1,2,,,136.84,154.5,17.66,17.66,,,,17.66,
TAB,RAUDALES DE MALPASO - EL BELLOTE,CµRDENAS - EL BELLOTE,,B,187,1,2,,,154.5,158.5,,,,,,,Entr. Mpio. Comalcalco 10/Sept/01
TAB,RAUDALES DE MALPASO - EL BELLOTE,CµRDENAS - EL BELLOTE,,B,187,2,4,,,158.5,167.5,9,,,9,,18,Modernizaci¢n a 4 carr. 11/Sept.06
TAB,RAUDALES DE MALPASO - EL BELLOTE,CµRDENAS - EL BELLOTE,,B,187,2,4,,COMALCALCO,167.5,172.6,5.1,,,5.1,,10.2,
TAB,RAUDALES DE MALPASO - EL BELLOTE,CµRDENAS - EL BELLOTE,,B,187,1,2,COMALCALCO,PARAISO,172.6,177,4.4,4.4,,,,4.4,
TAB,RAUDALES DE MALPASO - EL BELLOTE,CµRDENAS - EL BELLOTE,,B,187,1,4,PARAISO,,177,180,3,,,3,,6,
TAB,RAUDALES DE MALPASO - EL BELLOTE,CµRDENAS - EL BELLOTE,,B,187,1,2,,EL BELLOTE,180,184.514,4.514,4.514,,,,4.514,
TAB,VILLAHERMOSA - TUXTLA GUTIêRREZ,VILLAHERMOSA - L÷M. EDOS. TAB./CHIS.,,B,195,2,4,,,3.23,12.5,9.27,,,9.27,,18.54,
TAB,VILLAHERMOSA - TUXTLA GUTIêRREZ,VILLAHERMOSA - L÷M. EDOS. TAB./CHIS.,,B,195,2,4,,,12.5,19.5,7,,,7,,14,
TAB,VILLAHERMOSA - TUXTLA GUTIêRREZ,VILLAHERMOSA - L÷M. EDOS. TAB./CHIS.,,B,195,2,4,,,19.5,21.3,1.8,,,1.8,,3.6,
TAB,VILLAHERMOSA - TUXTLA GUTIêRREZ,VILLAHERMOSA - L÷M. EDOS. TAB./CHIS.,,B,195,1,2,,,21.3,61.55,40.25,40.25,,,,40.25,
TAB,VILLAHERMOSA - TUXTLA GUTIêRREZ,VILLAHERMOSA - L÷M. EDOS. TAB./CHIS.,Teapa,S,195,1,2,KM 55+000,TEAPA,0,1.4,,,,,,,Se Ent.al Mpio. de E. Zapata
TAB,VILLAHERMOSA - TUXTLA GUTIêRREZ,VILLAHERMOSA - L÷M. EDOS. TAB./CHIS.,Alterna a Parrilla,B,195,1,2,,,0,3.935,3.935,3.935,,,,3.935,
TAB,VILLAHERMOSA - TUXTLA GUTIêRREZ,VILLAHERMOSA - L÷M. EDOS. TAB./CHIS.,Puente Parrilla,B,195,1,2,,,0,0.74,0.74,0.74,,,,0.74,
TAB,EL SUSPIRO-TENOSIQUE,EL SUSPIRO - TENOSIQUE,,S,203,1,2,T. EL SUSPIRO,"L÷M. CHIS,/TAB.",0,3.31,,3.31,,,,3.31,PERTENECE A CHIAPAS
TAB,EL SUSPIRO-TENOSIQUE,EL SUSPIRO - TENOSIQUE,,S,203,1,2,"L÷M. CHIS,/TAB.",TENOSIQUE,3.31,4.8,,,,,,,Ent.Mpio. El d°a 18/May/06 y
TAB,EL SUSPIRO-TENOSIQUE,EL SUSPIRO - TENOSIQUE,,S,203,1,2,,,10.4,71.9,61.5,61.5,,,,61.5,del 4.8 al 10.4 el 28/Ene/02
TAB,EL SUSPIRO-TENOSIQUE,EL SUSPIRO - TENOSIQUE,La Libertad,S,203,1,2,KM 11.8,,0,4,4,4,,,,4,
TAB,EL SUSPIRO-TENOSIQUE,EL SUSPIRO - TENOSIQUE,La Libertad,S,203,1,2,,LA LIBERTAD,4,5.5,,1.5,,,,1.5,PERTENECE A CHIAPAS
TAB,TENOSIQUE - EL CEIBO (Ramal),,,B,203,1,2,,,0,56,56,56,,,,56,
TAMPS,PLAYA LAURO VILLAR - TIJUANA,MATAMOROS - PLAYA LAURO VILLAR,,S,2,2,4,,,2.8,9.7,6.9,,,6.9,,13.8,
TAMPS,PLAYA LAURO VILLAR - TIJUANA,MATAMOROS - PLAYA LAURO VILLAR,,S,2,1,2,,,9.7,37.6,27.9,27.9,,,,27.9,
TAMPS,MATAMOROS - REYNOSA,MATAMOROS - R÷O BRAVO,,C,2,2,4,MATAMOROS,,0,2,2,,,2,,4,
TAMPS,MATAMOROS - REYNOSA,MATAMOROS - R÷O BRAVO,,C,2,1,2,,,2,49,47,47,,,,47,Entregado del 49.0 al 55 (6 km)
TAMPS,MATAMOROS - REYNOSA,R÷O BRAVO - REYNOSA,,C,2,2,2,,,55,64.5,9.5,9.5,,,,9.5,Entregado del 64.5 al 73.5
TAMPS,MATAMOROS - REYNOSA,R÷O BRAVO - REYNOSA,,C,2,2,4,RIO BRAVO,,73.5,80,6.5,,,6.5,,13,
TAMPS,MATAMOROS - REYNOSA,R÷O BRAVO - REYNOSA,,C,2,2,4,,REYNOSA,80,91.8,,,,,,,Entr. Mpio. Reynosa el 9/Mayo/07
TAMPS,MATAMOROS - REYNOSA,,Total,,,,,,,,,65,,,,,73.5,
TAMPS,MATAMOROS - REYNOSA,Libramiento R°o Bravo,,,,,,,,0,10.6,,,,,,,Entr. Mpio. R°o Bravo 18/Mar/99
TAMPS,MATAMOROS - REYNOSA,Acceso a Pto. Inter. de Libre Comercio,,,,,,,,,,,,,,,,4.30 km Pertenece Gob. del Edo.
TAMPS,MATAMOROS - REYNOSA,Aeropuerto de Reynosa,,B,2,1,2,KM 82.8,,0,0.8,0.8,0.8,,,,0.8,
TAMPS,REYNOSA - NUEVO LAREDO,REYNOSA - CD. MIER,,B,2,1,2,,,10,35,25,25,,,,25,
TAMPS,REYNOSA - NUEVO LAREDO,REYNOSA - CD. MIER,,B,2,1,2,,,35,38,,,,,,,Entr. Mpio. G. D°az. Ordaz el 12/Jun/07
TAMPS,REYNOSA - NUEVO LAREDO,REYNOSA - CD. MIER,,B,2,1,2,,,38,43.8,5.8,5.8,,,,5.8,
TAMPS,REYNOSA - NUEVO LAREDO,REYNOSA - CD. MIER,,B,2,1,2,,,43.8,46.6,,,,,,,Entr. Mpio. G. D°az. Ordaz el 12/Jun/07
TAMPS,REYNOSA - NUEVO LAREDO,REYNOSA - CD. MIER,,B,2,1,2,,,46.6,61.3,14.7,14.7,,,,14.7,
TAMPS,REYNOSA - NUEVO LAREDO,REYNOSA - CD. MIER,,B,2,1,2,,,61.3,65,,,,,,,Ent. Mpio. Camargo
TAMPS,REYNOSA - NUEVO LAREDO,REYNOSA - CD. MIER,,B,2,1,2,,,65,85,20,20,,,,20,
TAMPS,REYNOSA - NUEVO LAREDO,REYNOSA - CD. MIER,,B,2,1,2,MIGUEL ALEMµN,CD. MIER,95,101.2,6.2,6.2,,,,6.2,
TAMPS,REYNOSA - NUEVO LAREDO,REYNOSA - CD. MIER,Total,,,,,,,,,71.7,,,,,71.7,
TAMPS,REYNOSA - NUEVO LAREDO,REYNOSA - CD. MIER,,,,,,,,,,,,,,,,
TAMPS,REYNOSA - NUEVO LAREDO,REYNOSA - CD. MIER,Libramiento de Camargo,B,2,1,2,KM 60.7,,0,4.5,4.5,4.5,,,,4.5,
TAMPS,REYNOSA - NUEVO LAREDO,REYNOSA - CD. MIER,Ramal al Pte. Int. de Camargo,B,2,1,2,KM 63.7,,0,3,,,,,,,Ent. Mpio. Camargo
TAMPS,REYNOSA - NUEVO LAREDO,,,B,2,1,2,,,3,6.8,3.8,3.8,,,,3.8,
TAMPS,REYNOSA - NUEVO LAREDO,"CD.MIER-""T"" RUTA 85 (MTY.-NVO. LAREDO)",,B,2,1,2,,,103.3,104.3,,,,,,,Entr. Mpio de Mier el 11/mzo/08
TAMPS,REYNOSA - NUEVO LAREDO,"CD.MIER-""T"" RUTA 85 (MTY.-NVO. LAREDO)",,B,2,1,2,,,104.3,221.1,116.8,116.8,,,,116.8,
TAMPS,REYNOSA - NUEVO LAREDO,"CD.MIER-""T"" RUTA 85 (MTY.-NVO. LAREDO)",Total,,,,,,,,,116.8,,,,,116.8,
TAMPS,REYNOSA - NUEVO LAREDO,"CD.MIER-""T"" RUTA 85 (MTY.-NVO. LAREDO)",,,,,,,,,,,,,,,,
TAMPS,REYNOSA - NUEVO LAREDO,"CD.MIER-""T"" RUTA 85 (MTY.-NVO. LAREDO)",Paso por Nva. Cd. Guerrero,S,2,1,2,KM 119.5,,0,3.5,3.5,3.5,,,,3.5,
TAMPS,REYNOSA - NUEVO LAREDO,"CD.MIER-""T"" RUTA 85 (MTY.-NVO. LAREDO)",Ramal a D°az Ordaz,S,2,1,2,KM 37.5,,27.1,28.6,,,,,,,Entr. Mpio. G. D°az. Ordaz el 12/Jun/07
TAMPS,REYNOSA - NUEVO LAREDO,"CD.MIER-""T"" RUTA 85 (MTY.-NVO. LAREDO)",Aeropista de Nva. Cd. Guerrero,S,2,1,2,KM 110.9,,0,2.8,2.8,2.8,,,,2.8,
TAMPS,REYNOSA - NUEVO LAREDO,"CD.MIER-""T"" RUTA 85 (MTY.-NVO. LAREDO)",Nuevo Laredo - L°m. Edos. Tamps./N.L.,B,2,2,4,,,15,31.1,16.1,,,16.1,,,LO ATIENDE NUEVO LE‡N
TAMPS,PARµS - NUEVA CD. GUERRERO,PARµS(L÷M. EDOS. N.L./TAMPS.)-NVA. CD. GUERRERO,,S,2,1,2,L÷M. EDOS. N.L./TAMPS.,,13.1,30.1,17,17,,,,17,
TAMPS,MONTERREY - CD. REYNOSA,L÷M. EDOS N.L./TAMPS. - REYNOSA,,C,40,2,4,,,181.05,202,20.95,,,20.95,,41.9,
TAMPS,MONTERREY - CD. REYNOSA,L÷M. EDOS N.L./TAMPS. - REYNOSA,,C,40,2,4,,,202,203,,,,,,,Entr. Mpio. Reynosa el 9/Mayo/07
TAMPS,MONTERREY - CD. REYNOSA,L÷M. EDOS N.L./TAMPS. - REYNOSA,,C,40,2,6,,,203,207,,,,,,,
TAMPS,MONTERREY - CD. REYNOSA,L÷M. EDOS N.L./TAMPS. - REYNOSA,,C,40,1,6,,,207,211.3,,,,,,,
TAMPS,MONTERREY - CD. REYNOSA,,Total,,,,,,,,,20.95,,,,,41.9,
TAMPS,MONTERREY - CD. REYNOSA,Libramiento Sur de Reynosa,,B,40,1,2,KM 209.2,,0,13.3,,,,,,,Entr. Mpio. Reynosa el 9/Mayo/07
TAMPS,MONTERREY - CD. REYNOSA,Libramiento Sur de Reynosa,Ramal a Pte. Int. Reynosa-Mc Allen (Anzalduas),B,40,2,4,,,0,6.42,6.42,,,6.42,,12.84,
TAMPS,MONTERREY - CD. REYNOSA,Libramiento Sur de Reynosa,Ramal a Pte. Int. Reynosa-Mc Allen (Anzalduas),B,40,1,2,,,6.42,10.375,3.955,3.955,,,,3.955,
TAMPS,MONTERREY.-CD. MIER,L÷M.EDOS. N.L./TAMPS.-CD.MIER,,B,54,1,2,,,132.8,155.6,22.8,22.8,,,,22.8,
TAMPS,CD. VICTORIA - LA PESCA,CD. VICTORIA - SOTO LA MARINA,,S,70,1,2,,,4.4,117.5,113.1,113.1,,,,113.1,
TAMPS,CD. VALLES - TAMPICO,L÷M. EDOS. VER./TAMPS. - TAMPICO,,S,70,1,2,ZONA URBANA DE TAMPICO,,133.7,137.1,,,,,,,Ent. mpio Tampico (Zona urb.) 28/11/2003
TAMPS,TAMPICO - CD. MANTE,TAMPICO - ESTACI‡N GONZµLEZ,,C,80,2,4,TAMPICO,,25.1,74.5,49.4,,,49.4,,98.8,
TAMPS,TAMPICO - CD. MANTE,TAMPICO - ESTACI‡N GONZµLEZ,,C,80,1,2,,,74.5,77.5,3,3,,,,3,
TAMPS,TAMPICO - CD. MANTE,TAMPICO - ESTACI‡N GONZµLEZ,,C,80,1,2,,EST. GONZµLEZ,81,94.5,13.5,13.5,,,,13.5,
TAMPS,TAMPICO - CD. MANTE,Libramiento Manuel - Gonz†lez,,C,80,1,2,74+700 CARR. TAMPICO-MANTE,,0,24.3,24.3,24.3,,,,24.3,
TAMPS,TAMPICO - CD. MANTE,ESTACI‡N GONZµLEZ - CD. MANTE,,S,80,1,2,EST. GONZµLEZ,CD. MANTE,95.6,153.3,57.7,57.7,,,,57.7,
TAMPS,TAMPICO - CD. MANTE,ESTACI‡N GONZµLEZ - CD. MANTE,Glorieta Aerop. de Tampico,B,80,1,2,KM 7+200,,0,2.1,,,,,,,A cargo del Gob. Del Edo. 2000
TAMPS,TAMPICO - CD. MANTE,ESTACI‡N GONZµLEZ - CD. MANTE,Libramiento de Altamira,B,80,2,4,KM 20+440,KM. 25+120,0,7.5,,,,,,,Ent. Mpio de Altamira 06/Nov/06
TAMPS,TAMPICO - CD. MANTE,ESTACI‡N GONZµLEZ - CD. MANTE,Acc. Altamira-Pto. Industrial,S,80,1,4,,,0,8.3,,,,,,,Se entreg¢ a la Administraci¢n Portuaria Integral de Altamira 06/Ene/06
TAMPS,TAMPICO - CD. MANTE,ESTACI‡N GONZµLEZ - CD. MANTE,Petrocel-Pto.Iindustrial,S,80,2,4,KM 18+000,,0,7.9,,,,,,,
